epoch,accuracy,loss,val_accuracy,val_loss
0,0.9166667,0.24108471435805162,0.8333333134651184,0.5063813743491967
1,0.92291665,0.22547439218809207,0.8583333492279053,0.48158119147022566
2,0.9270833,0.21488400033364694,0.7833333611488342,0.6062425424655279
